"C R"
-50 	67013.370
-40 	33647.350
-30 	17697.540
-20 	9708.140
-10 	5532.600
0 	3265.000
10 	1990.050
20 	1249.250
25 	1000.000
30 	805.661
40 	532.604
50 	360.200
60 	248.769
70 	175.173
80 	125.551
90 	91.552
100 	67.860
110 	51.060
120 	38.954
130 	30.101
140 	23.538
150 	18.610
